Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Salary,Spending_Score,Family_Size
Male,Yes,41,1,Entertainment,5-10,22466.90609800241,Low,2.0
Female,Yes,59,1,Artist,+20,130198.87201845968,Low,3.0
Female,No,42,0,Healthcare,+20,32159.170217595136,Low,4.0
Female,Yes,57,1,Engineer,5-10,38525.91820750078,Low,1.0
Female,Yes,18,1,Homemaker,0-5,18017.931597710427,Low,
Female,,21,1,Entertainment,0-5,22473.917251628234,Low,1.0
Female,Yes,42,1,Homemaker,10-20,37672.18248463724,High,5.0
Male,No,57,0,Healthcare,+20,60704.2395718746,Low,4.0
Female,No,57,0,Doctor,+20,55120.428860978995,Low,1.0
Female,Yes,27,1,Artist,5-10,14480.113140436606,Average,3.0
Male,Yes,47,1,Executive,+20,37590.578641818356,High,2.0
Male,Yes,40,1,Engineer,10-20,29632.84731405057,Average,2.0
Female,No,52,0,Marketing,5-10,36430.578767264844,Low,5.0
Male,Yes,51,1,Artist,5-10,43831.13814393029,Low,3.0
Female,Yes,48,1,Doctor,10-20,54503.24865986533,Low,1.0
Male,Yes,42,0,Executive,10-20,24284.45992279498,Average,2.0
Female,No,26,1,Doctor,0-5,24367.062579118072,Low,3.0
Male,Yes,56,1,Executive,+20,48772.109781437684,High,4.0
Male,No,28,1,Healthcare,0-5,28289.12855837877,Low,
Male,Yes,20,1,Artist,0-5,16513.7477302277,Average,3.0
Male,Yes,19,0,Doctor,0-5,19360.356832430316,Average,2.0
Male,Yes,46,1,Artist,0-5,33269.582319297406,Average,5.0
Female,No,46,0,Marketing,+20,44912.14229908966,Low,3.0
Female,No,33,0,Engineer,+20,19287.42693638985,Low,1.0
Female,Yes,19,1,Artist,5-10,15308.358809291323,Average,2.0
Male,Yes,40,1,Artist,5-10,16751.160667939155,Average,4.0
Female,Yes,19,1,Artist,0-5,17222.71371539148,Average,3.0
Male,Yes,28,0,Artist,10-20,15414.7158989752,Average,2.0
Male,Yes,40,1,Artist,+20,37948.93915299713,Low,2.0
Male,No,52,1,Entertainment,5-10,27121.74040235785,Low,5.0
Male,No,37,1,Artist,5-10,28562.92919734625,Low,4.0
Female,Yes,37,1,Homemaker,10-20,24959.427360504727,High,2.0
Male,No,43,1,Doctor,5-10,48373.757584329855,Low,1.0
Female,No,51,0,Artist,+20,46959.62335122197,Low,1.0
Female,Yes,19,0,Engineer,5-10,12779.066616112115,Low,1.0
Male,No,34,1,Artist,+20,19999.365491922,Low,1.0
Male,Yes,41,0,Entertainment,10-20,15948.249262299458,High,3.0
Female,Yes,22,0,Lawyer,0-5,17117.30908106798,High,2.0
Male,Yes,43,1,Executive,+20,53695.857539164936,High,4.0
Female,Yes,33,1,Artist,10-20,27994.027424080705,Average,2.0
Male,Yes,38,0,Executive,10-20,26171.754248456797,High,5.0
Female,No,53,1,Doctor,10-20,58329.20547176101,Low,
Male,Yes,54,1,Lawyer,+20,41170.73497890684,Low,1.0
Male,No,19,0,Healthcare,5-10,15812.149287255903,Low,3.0
Female,No,33,1,Entertainment,10-20,21188.51474885948,Low,4.0
Male,Yes,38,1,Artist,10-20,18790.929596348877,Average,2.0
Male,No,20,1,Doctor,0-5,26711.359417618514,Low,1.0
Female,,33,1,Healthcare,5-10,18696.384550288036,Low,5.0
Male,Yes,49,0,Executive,10-20,27674.64644080071,High,4.0
Female,Yes,31,0,Engineer,5-10,24187.300880072842,High,5.0
Male,No,46,1,Healthcare,+20,19532.917727826065,Low,1.0
Male,No,43,1,Artist,10-20,44171.235646463996,Low,3.0
Female,Yes,57,1,Artist,10-20,41797.05275303382,Low,3.0
Male,No,18,1,,5-10,,Low,1.0
Female,Yes,27,0,Entertainment,0-5,13041.998709203748,Average,3.0
Female,Yes,37,1,Artist,5-10,25214.950599110645,Average,2.0
Female,Yes,38,1,Artist,10-20,36307.54365124872,Average,2.0
Female,No,21,0,Homemaker,5-10,14388.474777856727,Low,1.0
Male,Yes,57,1,Entertainment,10-20,62834.0765639934,Average,4.0
Male,Yes,26,0,Entertainment,5-10,18298.116181503232,Average,3.0
Male,No,35,1,Doctor,10-20,26598.696569356165,Low,2.0
Female,Yes,58,0,Homemaker,5-10,18060.97360230356,Average,4.0
Male,Yes,42,1,Artist,+20,25895.15486065959,Low,2.0
Male,No,46,1,Engineer,10-20,39272.66550634842,Low,1.0
Male,,41,0,Lawyer,5-10,45396.96898008265,Low,1.0
Female,No,36,0,Engineer,5-10,20514.415173084923,Low,2.0
Male,Yes,33,1,Artist,5-10,24303.340688121738,Average,
Female,No,31,0,Healthcare,10-20,18396.92026679644,Low,6.0
Male,Yes,42,1,Lawyer,5-10,30928.472552662635,Low,1.0
Male,Yes,19,1,Artist,5-10,16893.90532947082,Average,2.0
Male,Yes,42,0,Executive,+20,44386.72602614295,High,5.0
Male,No,37,0,Healthcare,10-20,29981.932447980053,Low,3.0
Male,Yes,43,1,Doctor,+20,41111.50629604103,Average,2.0
Female,No,42,0,Healthcare,10-20,24862.338647046123,Low,4.0
Male,No,46,1,Artist,10-20,39495.15264789725,Low,2.0
Female,No,47,0,Healthcare,5-10,31058.41727308995,Low,4.0
Male,Yes,46,0,Entertainment,+20,42911.71579956374,Low,4.0
Male,No,32,0,Healthcare,5-10,27971.466568199852,Low,5.0
Male,Yes,41,1,Artist,5-10,15552.948919527558,Average,4.0
Male,Yes,36,1,Doctor,10-20,42298.25027596514,Low,2.0
Female,No,37,0,Homemaker,+20,25772.364062256536,Low,1.0
Female,No,44,0,Entertainment,5-10,38237.701687011104,Low,2.0
Male,No,44,0,Healthcare,+20,39042.39634677875,Low,4.0
Male,Yes,35,0,Homemaker,5-10,23036.363531382332,Low,1.0
Female,No,23,0,Artist,5-10,11337.186250561417,Low,1.0
Male,No,29,1,Entertainment,0-5,29898.33634460188,Low,5.0
Female,No,31,0,Healthcare,5-10,16129.368293923462,Low,2.0
Female,Yes,42,1,Homemaker,10-20,25276.366507068335,Average,3.0
Female,No,56,0,Healthcare,5-10,46740.531531788474,Low,2.0
Male,No,33,1,Artist,5-10,19179.728855174384,Low,1.0
Male,Yes,25,1,Artist,0-5,19126.48037159047,Average,3.0
Male,Yes,44,0,Executive,0-5,49208.957761050464,Average,5.0
Male,No,52,0,Healthcare,10-20,42133.68367663664,Low,6.0
Male,No,18,0,Healthcare,0-5,13268.929943992121,Low,3.0
Male,Yes,34,1,Entertainment,5-10,21707.11190247311,Average,5.0
Female,Yes,43,0,Engineer,10-20,20394.26039547945,Low,1.0
Male,Yes,37,1,Entertainment,+20,17535.854716880174,Average,3.0
Female,No,31,0,Engineer,5-10,15968.647962213845,Low,1.0
Male,No,32,0,Healthcare,5-10,23285.441417112557,Low,4.0
Female,No,43,1,Artist,10-20,43533.01737932209,Low,1.0
Male,No,26,1,Entertainment,5-10,26284.197630059665,Low,1.0
Male,No,39,1,Healthcare,10-20,40710.673530702275,Low,3.0
Male,Yes,58,0,Artist,10-20,37698.077313495945,Average,2.0
Male,No,18,1,Entertainment,5-10,15617.129700894893,Low,
Male,Yes,34,0,Entertainment,10-20,23767.029252290646,Average,2.0
Male,Yes,52,1,Entertainment,5-10,47098.45212688952,Average,4.0
Male,Yes,51,0,Lawyer,+20,61222.052155307894,Low,1.0
Female,Yes,56,1,Artist,5-10,24561.895901459862,Average,9.0
Male,Yes,30,0,Executive,5-10,34796.43381445779,High,4.0
Female,Yes,21,0,Engineer,5-10,12958.959041655773,High,2.0
Male,Yes,19,0,Entertainment,0-5,13531.659211916725,Low,3.0
Female,No,54,1,Engineer,10-20,47818.67746944427,Low,2.0
Male,,46,1,Doctor,+20,39397.611479832165,Low,6.0
Female,No,59,0,Healthcare,+20,62140.623760772294,Low,3.0
Female,No,41,1,Marketing,10-20,39607.99445261802,Low,1.0
Female,No,47,0,Doctor,+20,39173.99353954598,Low,4.0
Male,No,42,0,Healthcare,10-20,24365.108366496526,Low,3.0
Male,Yes,49,0,Entertainment,+20,30266.314520227108,High,2.0
Female,No,50,0,Healthcare,+20,14895.522314108268,Low,3.0
Male,Yes,33,0,Executive,10-20,22137.321616367,High,4.0
Female,Yes,53,1,Lawyer,5-10,70470.07108763244,High,2.0
Male,Yes,43,0,Lawyer,5-10,37423.29234984453,High,2.0
Female,Yes,31,0,Engineer,10-20,15426.825505804987,Average,4.0
Male,Yes,39,0,Artist,0-5,30138.44269711113,Low,2.0
Male,No,44,0,Healthcare,10-20,46060.81771036853,Low,3.0
Female,Yes,43,1,Artist,10-20,26685.437146566397,Low,2.0
Male,No,27,0,Marketing,5-10,20224.364001864396,Low,3.0
Female,Yes,23,1,Artist,0-5,18589.33634411978,Average,3.0
Male,Yes,45,1,Artist,5-10,36765.95564283547,Average,3.0
Female,No,32,1,Engineer,10-20,26577.260943469817,Low,2.0
Male,Yes,44,0,Lawyer,10-20,46223.10501181446,Low,2.0
Male,No,24,1,Artist,0-5,20394.235761209886,Low,1.0
Male,Yes,28,1,Artist,0-5,14870.260251528225,Average,2.0
Male,Yes,39,0,,5-10,,Average,2.0
Male,No,26,1,Entertainment,5-10,21300.056974216088,Low,3.0
Male,Yes,56,0,Executive,+20,35805.22048053257,Low,
Male,Yes,25,1,Artist,0-5,17354.544236272446,Average,3.0
Female,No,26,0,Healthcare,0-5,12789.318769213722,Low,6.0
Female,No,42,1,Lawyer,10-20,39303.14166584697,Low,1.0
Male,No,51,1,Artist,+20,33702.515959342934,Low,1.0
Female,No,29,1,Artist,5-10,22835.29851107521,Low,4.0
Male,No,50,0,Healthcare,5-10,21393.812615555424,Low,2.0
Female,Yes,51,0,Artist,+20,19240.871787928885,High,
Male,No,53,0,Marketing,+20,20141.234684174822,Low,5.0
Female,Yes,20,1,Marketing,5-10,18613.12265196971,High,4.0
Male,No,21,0,Marketing,0-5,16104.633927026664,Low,5.0
Female,No,37,1,Lawyer,5-10,43196.8619812314,Low,2.0
Female,No,56,1,Healthcare,5-10,67187.72245059845,Low,5.0
Male,Yes,43,1,Artist,5-10,41526.901192055964,Average,2.0
Male,Yes,51,1,Entertainment,+20,23807.089559935288,Low,6.0
Male,No,43,0,Healthcare,10-20,27318.539201737316,Low,5.0
Male,Yes,30,1,Artist,0-5,27056.41404961619,Average,4.0
Female,No,37,0,Healthcare,10-20,21893.35753783488,Low,2.0
Female,No,58,1,Healthcare,5-10,39979.84186565591,Low,2.0
Male,Yes,48,1,Entertainment,+20,52150.32316262303,Average,2.0
Male,No,41,0,Doctor,+20,29156.169794830927,Low,2.0
Female,Yes,27,0,Doctor,5-10,22203.42931578622,Low,1.0
Female,No,58,0,Engineer,+20,47140.54976035479,Low,1.0
Male,Yes,44,0,Entertainment,+20,35826.38964765817,Average,3.0
Male,Yes,38,0,Entertainment,10-20,34016.57711611872,Low,2.0
Male,Yes,45,0,Executive,10-20,24599.545249535084,High,2.0
Female,Yes,44,1,Artist,10-20,23122.427156307207,High,2.0
Male,Yes,42,0,Executive,5-10,52118.00154445207,High,2.0
Male,No,24,0,Healthcare,5-10,15298.842492501595,Low,4.0
Male,Yes,21,1,Entertainment,0-5,20259.40153852298,Average,3.0
Male,Yes,27,1,Artist,0-5,21972.368220329743,Average,2.0
Male,No,57,1,Artist,5-10,51878.47532945979,Low,
Female,Yes,19,0,Artist,0-5,10024.498428286457,Average,3.0
Female,Yes,31,1,Engineer,5-10,20301.684676419794,Low,1.0
Male,Yes,25,0,Executive,0-5,27221.02574797585,Low,
Male,No,38,0,Marketing,10-20,26013.59124228737,Low,5.0
Male,No,38,0,Artist,5-10,10025.429565986884,Low,4.0
Male,Yes,34,1,Artist,10-20,24213.94937067591,Low,
Male,No,44,1,Artist,5-10,36542.49614544747,Low,1.0
Male,Yes,30,1,Engineer,0-5,28492.202678366015,Average,4.0
Female,Yes,49,1,Artist,10-20,19646.780847500908,Average,3.0
Male,No,27,1,Healthcare,0-5,25070.58224166632,Low,4.0
Female,Yes,18,1,Artist,0-5,14587.878271244334,Average,2.0
Male,Yes,54,1,Doctor,10-20,33703.675591993924,Average,6.0
Female,No,42,0,Doctor,10-20,28361.26217325587,Low,3.0
Male,Yes,42,1,Artist,+20,23615.0613354928,Average,2.0
Male,Yes,26,0,Executive,0-5,28183.36433639386,Low,5.0
Male,Yes,30,1,Entertainment,0-5,21816.984050134644,Average,4.0
Male,Yes,25,1,Lawyer,0-5,22125.741748565946,Low,2.0
Female,Yes,56,1,Artist,10-20,35130.618443316096,Low,1.0
Male,Yes,48,1,Doctor,+20,43611.32396851016,Average,2.0
Male,Yes,44,0,Artist,+20,27352.060078206076,Low,3.0
Female,No,28,1,Healthcare,10-20,29170.30468829528,Low,3.0
Female,Yes,30,0,Engineer,5-10,18927.18337482824,Low,3.0
Male,Yes,40,1,Artist,10-20,35326.17956897484,Average,3.0
Female,Yes,29,0,Engineer,0-5,15224.25543864416,Average,2.0
Female,No,22,1,Marketing,0-5,19628.45803227619,Low,1.0
Male,No,36,0,Healthcare,10-20,19141.56957894356,Low,4.0
Male,No,36,0,Healthcare,10-20,28615.75844392502,Low,3.0
Male,Yes,45,0,Lawyer,+20,35868.77247765218,Low,1.0
Male,No,36,0,Healthcare,5-10,17141.86330962088,Low,4.0
Male,Yes,25,0,Entertainment,0-5,13978.14904695522,Average,5.0
Male,Yes,49,0,Executive,5-10,44452.00244992031,High,4.0
Female,No,55,1,Artist,+20,69383.03143726054,Low,1.0
Male,Yes,44,0,Artist,10-20,40463.32428809198,Average,3.0
Male,Yes,30,1,Executive,0-5,34243.35507473243,Low,2.0
Female,Yes,58,1,Artist,10-20,45597.82413046484,Average,4.0
Male,Yes,45,1,Artist,5-10,20018.232754108336,Average,3.0
Male,Yes,56,0,Lawyer,+20,56853.67836193357,Low,2.0
Female,No,21,0,Healthcare,0-5,15579.468898943192,Low,5.0
Male,Yes,39,0,Entertainment,10-20,14136.989319628266,Low,
Female,Yes,51,1,Engineer,5-10,29680.811215513844,Low,1.0
Male,No,34,0,,10-20,,Low,5.0
Male,Yes,40,0,Doctor,0-5,28168.572953482508,Average,2.0
Female,Yes,37,1,Artist,10-20,29914.805628287213,Low,2.0
Male,Yes,18,0,Artist,5-10,9876.119423814333,Average,3.0
Male,No,43,1,Entertainment,5-10,35416.587225060226,Low,1.0
Female,No,35,1,Artist,10-20,26962.321907553385,Low,7.0
Male,Yes,57,0,Entertainment,+20,186313.67206866812,Low,1.0
Male,Yes,43,1,Artist,0-5,31032.073840492532,Low,1.0
Male,No,47,1,Lawyer,+20,47393.66723693232,Low,1.0
Male,Yes,38,1,Homemaker,10-20,24199.623783456012,High,2.0
Female,No,42,1,Artist,10-20,24256.045941003107,Low,3.0
Female,No,58,0,Engineer,+20,53513.42209610558,Low,6.0
Male,Yes,26,1,Executive,0-5,25506.22621048656,Low,3.0
Female,No,29,1,Engineer,0-5,30545.35339139799,Low,3.0
Male,No,39,1,Healthcare,0-5,41753.461944695955,Low,2.0
Female,No,59,1,Doctor,+20,36275.53233481922,Low,4.0
Male,Yes,43,1,Lawyer,+20,49365.62001265036,High,2.0
Male,Yes,57,0,Executive,5-10,59143.2867585477,Low,5.0
Male,Yes,54,1,Artist,+20,18795.864268389098,Low,1.0
Female,Yes,44,1,Engineer,5-10,41328.33575828755,Average,2.0
Male,No,51,1,Executive,+20,64615.2462179616,Low,3.0
Female,No,52,1,Healthcare,10-20,34275.79132425875,Low,3.0
Female,No,32,1,Lawyer,10-20,30597.004043429133,Low,1.0
Male,Yes,43,0,Engineer,10-20,23631.1709394993,Average,5.0
Female,No,18,0,Healthcare,0-5,12128.155579974533,Low,5.0
Female,Yes,18,1,Artist,0-5,15667.599347762914,High,2.0
Male,No,43,1,Lawyer,10-20,49460.15729851717,Low,1.0
Female,,25,1,Artist,0-5,15431.384062663714,Low,3.0
Male,Yes,21,1,Artist,10-20,13392.00343659893,Low,2.0
Female,Yes,50,1,Artist,+20,54824.18047906022,Low,2.0
Male,No,46,0,Healthcare,10-20,28477.77244895447,Low,4.0
Female,Yes,56,1,Entertainment,10-20,59894.65797709666,Low,5.0
Male,No,36,0,Doctor,10-20,17989.85768802942,Low,2.0
Female,No,42,0,Healthcare,10-20,40631.76962206019,Low,5.0
Female,Yes,43,1,Artist,10-20,35318.594077458416,Average,3.0
Male,No,51,0,Healthcare,5-10,51271.73157855801,Low,2.0
Female,No,19,1,Artist,5-10,14424.496196632022,Low,3.0
Female,No,34,0,Doctor,10-20,30291.37758974736,Low,8.0
Male,No,24,0,Doctor,0-5,18758.283514844923,Low,4.0
Male,No,40,0,Lawyer,+20,44062.410071368555,Low,1.0
Male,Yes,50,1,Executive,5-10,56806.879930234,High,4.0
Male,Yes,45,1,Entertainment,5-10,20671.433116250904,Average,2.0
Male,Yes,50,1,Entertainment,5-10,23797.45650021952,Low,2.0
Male,Yes,53,1,Entertainment,+20,28706.074272302278,Average,3.0
Male,Yes,59,1,,10-20,,Average,3.0
Female,No,37,0,Marketing,5-10,14478.48843439159,Low,3.0
Female,No,56,0,Healthcare,5-10,43323.13769702537,Low,7.0
Female,No,33,1,Artist,0-5,18339.14254881308,Low,2.0
Female,No,29,1,Engineer,0-5,23197.07877860322,Low,1.0
Male,No,55,0,Healthcare,+20,331082.2894180419,Low,5.0
Female,No,34,1,Healthcare,5-10,30007.06539873576,Low,1.0
Male,Yes,54,1,Artist,+20,30757.051437146092,Average,2.0
Female,Yes,54,1,Homemaker,0-5,18745.46054385075,Average,2.0
Female,Yes,29,1,Executive,0-5,38754.507631063454,High,3.0
Male,Yes,54,1,Entertainment,+20,65778.81049417291,Low,3.0
Male,Yes,43,0,Healthcare,5-10,17668.737396397475,High,2.0
Female,No,46,1,Artist,+20,30073.348545129673,Low,6.0
Male,No,54,1,Healthcare,+20,52855.109598703166,Low,4.0
Female,Yes,20,1,Doctor,5-10,23191.282097252944,Low,2.0
Female,Yes,25,0,Engineer,0-5,15716.783754922597,Average,4.0
Female,Yes,56,1,Artist,+20,58632.67328891261,Average,4.0
Male,Yes,38,1,Artist,5-10,18533.789350450945,Low,1.0
Female,No,21,0,Healthcare,0-5,14168.508661687114,Low,7.0
Male,Yes,37,1,Artist,+20,25458.59550462503,Average,4.0
Female,Yes,43,1,Lawyer,+20,45425.50179046735,High,2.0
Male,Yes,58,1,Artist,+20,22562.28720086122,Average,2.0
Female,No,37,0,Doctor,5-10,32236.21096659643,Low,4.0
Male,Yes,54,1,Artist,10-20,45806.95555728727,Low,2.0
Female,No,51,1,Healthcare,+20,42678.0088804514,Low,4.0
Male,Yes,24,1,Lawyer,10-20,28883.708822487693,Low,1.0
Male,Yes,46,0,Artist,+20,30587.988194752033,Average,2.0
Female,Yes,26,1,Artist,0-5,22200.00892474604,Low,1.0
Female,Yes,32,1,Artist,10-20,20541.48758229614,Average,3.0
Male,Yes,39,0,Homemaker,10-20,30608.15598975057,Average,4.0
Female,Yes,58,0,Lawyer,10-20,67239.41754190205,High,2.0
Male,No,32,0,Doctor,+20,22437.97247733247,Low,5.0
Female,No,50,0,,5-10,,Low,1.0
Male,Yes,19,1,Entertainment,0-5,16958.063046338943,Low,3.0
Female,No,49,0,Homemaker,+20,12097.740136941955,Low,1.0
Male,No,53,0,Healthcare,10-20,49065.912411291894,Low,6.0
Male,Yes,54,1,Artist,5-10,16111.67034091413,Low,2.0
Female,No,23,0,Marketing,5-10,14774.03187940496,Low,2.0
Male,No,55,0,Entertainment,10-20,68384.66592438913,Low,2.0
Male,Yes,38,1,Executive,5-10,46114.90115933532,High,5.0
Male,Yes,29,1,Artist,0-5,21166.353693166486,Average,6.0
Female,No,34,1,Doctor,10-20,22591.189255792655,Low,5.0
Male,No,19,1,Entertainment,0-5,19534.333267397,Low,3.0
Male,No,36,0,Doctor,5-10,19387.07574187775,Low,5.0
Male,Yes,23,0,Executive,0-5,27284.92692525727,Low,1.0
Male,Yes,36,1,Healthcare,0-5,22397.409021137573,Average,2.0
Male,Yes,44,0,Executive,10-20,31349.130037442894,Low,
Male,Yes,34,1,Executive,10-20,41306.33317464737,Low,4.0
Male,No,48,1,Healthcare,10-20,36091.7422960328,Low,3.0
Male,No,52,0,Healthcare,5-10,17503.099631269324,Low,4.0
Male,Yes,39,1,Entertainment,10-20,37155.15387032196,High,
Male,No,39,0,Doctor,+20,43163.35743736532,Low,4.0
Female,Yes,49,1,Entertainment,+20,42935.8388447138,Low,1.0
Male,Yes,53,1,Entertainment,+20,32327.950340143838,High,2.0
Male,No,54,1,Healthcare,+20,69728.23849376975,Low,2.0
Male,Yes,38,1,Artist,5-10,18172.862157230702,Average,4.0
Male,Yes,21,0,Engineer,0-5,16806.25611141852,Average,2.0
Female,No,38,1,Healthcare,0-5,39125.11360892025,Low,5.0
Male,Yes,40,1,Entertainment,10-20,40486.65609840104,High,2.0
Female,Yes,26,0,Marketing,0-5,10820.920576546621,Average,4.0
Female,Yes,49,1,Engineer,+20,24728.563627512274,Average,3.0
Female,No,49,1,Healthcare,+20,26053.598036440944,Low,5.0
Male,Yes,22,1,Doctor,5-10,23307.103432153945,Average,3.0
Male,No,25,0,Healthcare,0-5,18420.555540277808,Low,4.0
Male,Yes,19,1,Lawyer,5-10,23900.881479977972,High,2.0
Male,No,49,1,Entertainment,10-20,57284.6349869224,Low,2.0
Male,Yes,27,1,Doctor,0-5,31814.954486490948,Average,3.0
Female,No,21,1,Artist,0-5,16709.286468115573,Low,1.0
Female,No,31,0,Healthcare,5-10,19589.070147578706,Low,
Female,Yes,50,1,Artist,+20,17516.76445327661,Average,2.0
Female,Yes,48,0,Doctor,10-20,55116.53442160278,Average,4.0
Male,Yes,51,1,Lawyer,+20,40082.314556987374,High,2.0
Female,No,24,1,Artist,5-10,20549.702731355566,Low,1.0
Male,No,25,0,,10-20,,Low,4.0
Male,Yes,52,1,Artist,+20,59406.566359633376,Average,2.0
Female,No,28,1,Engineer,0-5,19680.32772322758,Low,2.0
Male,Yes,28,1,Artist,0-5,21563.16591438079,Average,3.0
Male,Yes,57,1,Executive,+20,43731.60583660974,Average,5.0
Male,Yes,54,1,Executive,5-10,59998.66454317096,High,4.0
Female,No,38,1,Artist,5-10,32616.80133344579,Low,4.0
Male,Yes,46,1,Doctor,+20,45916.908976893916,Average,2.0
Male,Yes,37,1,Artist,5-10,34297.53758004232,Low,4.0
Male,No,59,0,Healthcare,+20,43025.852546305214,Low,3.0
Male,No,22,1,Doctor,0-5,27007.1022871756,Low,4.0
Female,Yes,19,1,Lawyer,0-5,24132.15623950988,High,2.0
Female,No,23,1,Homemaker,10-20,20616.292399006205,Low,1.0
Male,Yes,59,0,Artist,10-20,18874.998218830595,Low,2.0
Male,Yes,44,1,Lawyer,5-10,36161.463539106815,Low,1.0
Male,Yes,34,1,Lawyer,10-20,41377.92311632823,High,2.0
Male,No,40,0,Healthcare,10-20,32820.770932570325,Low,4.0
Male,Yes,24,1,Lawyer,0-5,25989.286422437057,High,2.0
Female,Yes,21,1,Artist,5-10,18618.92488900548,Low,2.0
Male,Yes,33,0,Executive,5-10,31187.44575161164,High,3.0
Female,Yes,34,0,Entertainment,10-20,28577.249543482027,High,3.0
Male,Yes,35,0,Artist,10-20,19509.231841954468,High,3.0
Male,No,20,0,Healthcare,0-5,13834.417427807291,Low,7.0
Male,Yes,29,1,Artist,0-5,27191.734726534527,Average,2.0
Female,Yes,46,0,Doctor,+20,51406.82712789874,Low,2.0
Male,Yes,28,1,Artist,0-5,13814.81596946151,Low,2.0
Male,Yes,37,0,Entertainment,10-20,23635.69955742651,Average,4.0
Male,No,40,0,Doctor,5-10,36258.61858106019,Low,3.0
Female,Yes,38,1,Lawyer,10-20,27575.34439829059,Low,3.0
Male,Yes,44,1,Artist,10-20,39772.58900107317,Low,6.0
Male,Yes,44,0,Executive,10-20,38854.80249995142,High,3.0
Male,No,43,1,Healthcare,0-5,35012.3075739692,Low,3.0
Female,Yes,25,1,Engineer,0-5,25680.08705175979,High,4.0
Female,No,23,0,Entertainment,0-5,15108.846246920868,Low,5.0
Female,Yes,33,1,Marketing,10-20,16896.661697171112,Low,2.0
Male,No,47,1,Doctor,5-10,29749.693488106503,Low,5.0
Female,Yes,35,0,Artist,+20,13362.867340792254,Average,4.0
Male,No,47,0,Healthcare,+20,40149.58297015404,Low,3.0
Female,Yes,58,1,Artist,+20,64518.568288807786,Average,2.0
Male,No,39,1,Doctor,10-20,34597.319501533246,Low,1.0
Female,No,27,1,Entertainment,0-5,25676.634678267023,Low,
Female,Yes,37,0,Homemaker,5-10,20382.305894898058,Average,3.0
Female,No,32,1,Artist,5-10,15767.626002396566,Low,3.0
Male,Yes,53,0,Lawyer,+20,24111.772399187947,Low,
Female,Yes,44,1,Artist,+20,18524.0314946012,Average,3.0
Male,Yes,19,1,Doctor,0-5,25289.434370175313,Average,2.0
Male,No,22,0,Healthcare,0-5,17103.310052485373,Low,4.0
Female,No,49,1,Lawyer,+20,42799.88945072937,Low,
Female,No,37,0,Healthcare,10-20,33755.796733942065,Low,3.0
Female,No,56,1,Healthcare,+20,37100.6129193272,Low,5.0
Female,No,20,1,Healthcare,0-5,18135.715298207455,Low,1.0
Male,Yes,21,1,Executive,0-5,27828.96376001585,High,4.0
Female,Yes,48,1,Doctor,+20,33274.540745400576,Low,3.0
Male,No,59,1,Doctor,10-20,29022.5649670204,Low,2.0
Male,No,32,1,Healthcare,0-5,26369.27801808988,Low,1.0
Male,Yes,52,1,Executive,5-10,65414.282217082015,High,2.0
Male,Yes,50,1,Lawyer,+20,51096.08853393674,Low,1.0
Female,,27,0,Homemaker,5-10,12277.124825150318,Low,1.0
Female,Yes,22,1,Artist,0-5,16837.70930599735,Average,3.0
Female,No,18,0,Homemaker,0-5,11822.372128554776,Low,
Female,Yes,21,0,Artist,5-10,13116.792283075949,Average,2.0
Female,Yes,50,1,Artist,+20,23241.05742610724,Average,6.0
Male,No,24,0,Healthcare,0-5,12255.516467087597,Low,4.0
Female,No,54,0,Healthcare,+20,58954.0965886848,Low,5.0
Female,No,21,1,Artist,0-5,14160.154251156506,Low,4.0
Male,Yes,39,1,Artist,10-20,23860.500273083722,High,2.0
Female,,44,0,Doctor,5-10,35138.18875092879,High,3.0
Female,No,22,1,Healthcare,5-10,22942.984365271655,Low,1.0
Female,No,57,1,Healthcare,5-10,37190.1006297436,Low,3.0
Male,No,56,0,Entertainment,+20,26562.37031909088,Low,3.0
Male,No,48,1,Entertainment,0-5,44565.87987280513,Low,2.0
Male,No,23,0,Healthcare,0-5,13877.00565727277,Low,3.0
